Time,Count,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (dps),Gyro Y (dps),Gyro Z (dps)
2.479000092,327,-0.0024,-0.0054,4.901400089,0,-0.061000001,-0.061000001
2.489000082,328,-0.0042,-0.0024,4.900800228,0,-0.061000001,0
2.493000031,329,-0.0042,-0.0024,4.900800228,0,-0.061000001,0
2.506000042,330,-0.0042,-0.0024,4.900800228,0,-0.061000001,0
2.515000105,331,-0.0012,-0.0012,4.906199932,-0.061000001,-0.061000001,-0.061000001
2.519000053,332,-0.0012,-0.0012,4.906199932,-0.061000001,-0.061000001,-0.061000001
2.526000023,333,-0.0012,-0.0012,4.906199932,-0.061000001,-0.061000001,-0.061000001
2.529999971,334,-0.0012,-0.0012,4.906199932,-0.061000001,-0.061000001,-0.061000001
2.540999889,335,0.0054,-0.003,4.918799877,-0.061000001,-0.061000001,0
2.545000076,336,0.0054,-0.003,4.918799877,-0.061000001,-0.061000001,0
2.555999994,337,0.0054,-0.003,4.918799877,-0.061000001,-0.061000001,0
2.565000057,338,0,-0.0024,4.914000034,0,-0.061000001,-0.061000001
2.569000006,339,0,-0.0024,4.914000034,0,-0.061000001,-0.061000001
2.575999975,340,0,-0.0024,4.914000034,0,-0.061000001,-0.061000001
2.579999924,341,0,-0.0024,4.914000034,0,-0.061000001,-0.061000001
2.601999998,342,-0.0036,-0.0072,4.90320015,0,-0.061000001,0
2.605000019,343,-0.0036,-0.0072,4.90320015,0,-0.061000001,0
2.621999979,344,-0.0036,-0.006,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.625999928,345,-0.0036,-0.006,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.635999918,346,-0.0036,-0.006,4.908599854,-0.061000001,-0.061000001,-0.061000001
2.644999981,347,-0.0042,-0.0042,4.913400173,-0.061000001,-0.061000001,0
2.648000002,348,-0.0042,-0.0042,4.913400173,-0.061000001,-0.061000001,0
2.661999941,349,0,0.0018,4.909200191,-0.061000001,-0.061000001,0
2.664000034,350,0,0.0018,4.909200191,-0.061000001,-0.061000001,0
2.676000118,351,0,0.0018,4.909200191,-0.061000001,-0.061000001,0
2.680000067,352,0,0.0018,4.909200191,-0.061000001,-0.061000001,0
2.690000057,353,-0.0024,0,4.899000168,0,-0.061000001,0
2.694000006,354,-0.0024,0,4.899000168,0,-0.061000001,0
2.698999882,355,-0.0024,0,4.899000168,0,-0.061000001,0
2.70600009,356,-0.0024,0,4.899000168,0,-0.061000001,0
2.713999987,357,-0.0042,-0.0024,4.90320015,-0.061000001,-0.061000001,0
2.717999935,358,-0.0042,-0.0024,4.90320015,-0.061000001,-0.061000001,0
2.726000071,359,-0.0042,-0.0024,4.90320015,-0.061000001,-0.061000001,0
